Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
1388,HR,27,91188,5,39,61,No
1389,Operations,27,79951,14,36,100,Yes
1390,HR,39,106718,3,59,85,No
1391,IT,25,61558,9,55,85,Yes
1392,Marketing,38,40659,13,36,100,Yes
1393,HR,35,59413,5,36,75,No
1394,HR,35,35435,3,34,43,No
1395,Operations,34,78911,3,30,34,No
1396,Operations,28,53067,3,43,62,No
1397,Finance,36,112794,14,47,100,Yes
1398,Operations,40,118823,6,42,68,No
1399,Sales,56,94224,1,54,58,No
1400,IT,38,98225,11,37,75,No
1401,IT,56,26379,4,37,61,No
1402,Marketing,40,52624,13,39,100,Yes
1403,Marketing,41,116500,8,46,78,No
1404,IT,57,113427,3,35,41,No
1405,Marketing,56,82745,5,44,70,No
1406,Finance,53,76805,2,44,82,No
1407,Operations,45,37516,2,54,74,No
1408,IT,38,104422,11,45,99,Yes
1409,Marketing,28,110843,13,60,100,Yes
1410,IT,22,49843,7,37,83,Yes
1411,Sales,56,30912,10,48,88,Yes
1412,HR,53,46514,3,49,70,No
1413,Operations,57,112359,5,44,57,No
1414,IT,34,82032,3,32,56,No
1415,HR,27,53797,6,35,62,No
1416,Marketing,35,31449,13,59,100,Yes
1417,HR,58,26725,10,54,100,Yes
1418,Operations,36,106406,3,60,81,No
1419,IT,25,34304,8,37,75,No
1420,Sales,37,98058,2,60,91,No
1421,Marketing,49,38663,3,45,74,No
1422,IT,37,95320,8,44,70,No
1423,Operations,25,100008,8,42,83,Yes
1424,Marketing,47,119488,1,55,67,No
1425,Finance,49,100591,8,49,84,Yes
1426,HR,53,37676,10,44,100,Yes
1427,Operations,23,50192,2,47,67,No
1428,Finance,52,49722,12,42,100,Yes
1429,IT,24,32446,7,53,97,Yes
1430,Sales,29,29725,6,37,42,No
1431,Marketing,45,110597,2,43,66,No
1432,HR,36,113207,5,57,90,No
1433,Marketing,52,82632,7,40,64,No
1434,IT,30,91945,8,35,77,No
1435,Marketing,23,98741,3,59,53,No
1436,HR,29,41365,1,53,50,No
1437,IT,28,90792,13,54,100,Yes
1438,Marketing,37,89857,7,58,92,Yes
1439,Sales,56,40704,13,30,94,Yes
1440,Operations,51,75575,5,54,79,No
1441,IT,31,54902,5,31,55,No
1442,Operations,59,26195,7,59,100,Yes
1443,IT,39,78517,1,42,40,No
1444,Sales,26,59012,8,30,74,No
1445,Operations,50,36415,12,53,100,Yes
1446,Finance,55,64534,14,53,100,Yes
1447,HR,44,46686,10,56,100,Yes
1448,Finance,26,102198,5,33,57,No
1449,Marketing,51,53743,8,53,89,Yes
1450,Sales,27,57161,10,52,99,Yes
1451,Finance,25,86313,10,58,97,Yes
1452,IT,50,27402,5,31,59,No
1453,Marketing,44,88190,12,50,100,Yes
1454,Marketing,27,77551,7,59,80,No
1455,Finance,53,38275,10,55,99,Yes
1456,Finance,39,53182,3,49,64,No
1457,Sales,36,39915,2,45,49,No
1458,HR,53,25909,6,32,59,No
1459,Finance,30,90908,5,46,87,No
1460,Finance,58,47620,9,34,68,No
1461,Operations,31,59112,10,55,81,Yes
1462,IT,41,99051,4,37,51,No
1463,Operations,27,27431,11,41,92,Yes
1464,Operations,24,111590,3,54,64,No
1465,Marketing,32,87175,9,52,99,Yes
1466,HR,38,57624,8,41,70,No
1467,IT,53,101121,6,56,74,No
1468,Sales,25,86264,1,30,28,No
1469,Sales,25,56958,14,30,93,Yes
1470,Finance,38,26695,10,44,100,Yes
1471,Finance,40,74932,13,46,100,Yes
1472,Sales,26,69225,12,31,74,No
1473,Finance,53,26403,11,46,81,Yes
1474,HR,43,108346,1,49,53,No
1475,Operations,27,99391,12,55,100,Yes
1476,Finance,56,63636,6,38,74,No
1477,Marketing,43,35839,13,41,100,Yes
1478,Finance,22,90546,3,33,43,No
1479,IT,41,72829,3,42,67,No
1480,HR,43,34230,6,33,64,No
1481,IT,32,76977,13,36,100,Yes
1482,IT,34,65232,3,43,41,No
1483,Marketing,24,119792,13,56,100,Yes
1484,HR,30,50651,11,38,87,Yes
1485,HR,33,64963,10,52,100,Yes
1486,HR,44,80872,6,30,62,No
1487,HR,35,104198,5,30,60,No
1488,HR,54,38739,4,49,78,No
1489,Marketing,39,88294,8,33,86,Yes
1490,Finance,30,73356,2,30,59,No
1491,IT,44,26789,12,51,100,Yes
1492,HR,31,44420,14,39,100,Yes
1493,Finance,40,114297,11,31,73,No
1494,Finance,26,62606,7,56,95,Yes
1495,IT,44,63640,4,50,78,No
1496,Marketing,51,69135,2,53,49,No
1497,Sales,46,62067,7,44,90,Yes
1498,Sales,49,83420,13,32,95,Yes
1499,Finance,55,42357,1,54,46,No
1500,Operations,46,64851,4,52,63,No
1501,Operations,31,63262,9,38,73,No
1502,IT,35,101853,14,46,100,Yes
1503,Sales,51,83643,4,50,75,No
1504,Finance,46,46534,12,57,100,Yes
1505,Marketing,35,116270,13,42,100,Yes
1506,Sales,56,57872,3,32,40,No
1507,Finance,55,32689,10,33,86,Yes
1508,Finance,31,94103,10,33,76,No
1509,HR,56,111268,2,40,50,No
1510,Marketing,32,111310,14,57,100,Yes
1511,HR,32,113731,3,36,39,No
1512,IT,42,62412,1,55,68,No
1513,HR,42,72734,10,40,75,No
1514,HR,43,112793,8,53,99,Yes
1515,Sales,28,94930,1,40,38,No
1516,Operations,38,47228,3,39,34,No
1517,Finance,23,102924,14,34,78,No
1518,Marketing,33,36319,3,42,71,No
1519,HR,39,31475,13,58,100,Yes
1520,Marketing,32,108694,2,41,50,No
1521,Operations,37,39728,14,39,100,Yes
1522,Operations,39,54545,5,36,47,No
1523,HR,56,106686,10,48,92,Yes
1524,IT,47,86756,3,48,67,No
1525,HR,37,93775,3,48,65,No
1526,Sales,27,63699,8,41,76,No
1527,Finance,33,61821,4,49,71,No
1528,IT,34,55615,4,51,69,No
1529,HR,25,38746,3,44,49,No
1530,Marketing,23,111457,11,34,100,Yes
1531,IT,47,47745,1,53,60,No
1532,IT,48,26245,8,59,80,No
1533,HR,48,49853,1,43,53,No
1534,IT,36,52632,7,41,69,No
1535,Marketing,29,37856,5,58,80,No
1536,Operations,28,81893,4,50,70,No
1537,IT,33,95641,4,40,52,No
1538,Operations,34,93049,8,57,100,Yes
1539,Marketing,38,83182,11,34,74,No
1540,HR,38,27801,11,45,100,Yes
1541,Finance,57,104431,13,59,100,Yes
1542,IT,42,64749,14,55,100,Yes
1543,Finance,29,98757,6,47,75,No
1544,Marketing,26,80654,14,41,100,Yes
1545,IT,47,96574,12,56,100,Yes
1546,Operations,37,80381,1,56,52,No
1547,Sales,57,83601,14,34,100,Yes
1548,Finance,49,40082,10,45,90,Yes
1549,IT,50,39648,8,60,100,Yes
1550,Finance,33,25364,13,41,100,Yes
1551,IT,58,59568,14,52,95,Yes
1552,HR,51,104646,2,31,49,No
1553,Operations,44,96494,6,59,88,No
1554,Finance,37,99632,9,58,89,Yes
1555,Sales,35,32436,1,35,53,No
1556,Sales,31,111713,6,52,77,No
1557,Marketing,28,51754,8,50,84,Yes
1558,IT,58,85194,10,54,100,Yes
1559,Finance,50,49544,13,59,100,Yes
1560,Marketing,24,85180,2,33,44,No
1561,Finance,36,88295,5,59,84,No
1562,IT,57,37638,6,59,82,No
1563,Sales,40,90715,5,42,78,No
1564,HR,34,94409,3,39,55,No
1565,Sales,42,108106,4,60,77,No
1566,Marketing,58,42157,7,46,77,No
1567,Operations,48,70565,4,43,73,No
1568,HR,50,94996,9,53,95,Yes
1569,Marketing,41,90888,11,44,100,Yes
1570,IT,46,81095,12,37,92,Yes
1571,HR,27,89947,14,52,100,Yes
1572,Marketing,57,112122,13,53,100,Yes
1573,IT,23,95880,13,47,100,Yes
1574,Sales,43,29507,10,32,81,Yes
1575,Operations,53,68988,2,54,42,No
1576,IT,37,41865,5,46,63,No
1577,Finance,39,52213,8,53,77,No
1578,IT,26,80954,14,53,100,Yes
1579,IT,57,82450,5,36,45,No
1580,Operations,51,29477,10,42,100,Yes
1581,Finance,40,87222,12,59,100,Yes
1582,Marketing,44,31533,8,56,90,Yes
1583,Marketing,55,74395,8,45,93,Yes
1584,IT,34,48396,9,34,72,No
1585,Finance,50,37755,10,33,68,No
1586,Finance,57,25865,6,55,85,No
1587,Operations,43,36173,12,39,100,Yes
1588,Sales,57,83905,4,42,74,No
1589,Marketing,30,63097,12,60,100,Yes
1590,Operations,40,58371,11,39,88,Yes
1591,HR,59,36254,3,43,71,No
1592,Marketing,27,29018,12,55,100,Yes
1593,Operations,36,30192,14,51,100,Yes
1594,Marketing,41,27015,5,41,78,No
1595,Sales,30,93916,6,56,100,No
1596,HR,53,53343,3,30,39,No
1597,Sales,25,94306,2,58,59,No
1598,HR,39,30829,7,50,79,No
1599,IT,26,59381,11,59,100,Yes
1600,Operations,41,106081,5,49,79,No
1601,HR,44,43263,9,49,77,No
1602,Sales,32,78260,3,36,63,No
1603,Marketing,58,68306,14,38,100,Yes
1604,HR,43,116211,8,37,90,Yes
1605,Operations,25,83418,6,56,60,No
1606,HR,50,115898,4,42,58,No
1607,Finance,55,25148,12,43,90,Yes
1608,Marketing,34,26754,12,41,100,Yes
1609,Operations,30,51745,9,37,98,Yes
1610,Operations,52,97914,5,50,51,No
1611,IT,28,80833,10,51,100,Yes
1612,Sales,25,45140,6,47,87,No
1613,IT,40,99907,14,45,100,Yes
1614,Operations,51,85653,13,58,100,Yes
1615,Marketing,52,117535,9,40,90,Yes
1616,HR,56,86521,7,45,88,Yes
1617,HR,42,103315,12,43,92,Yes
1618,Marketing,52,56075,5,32,69,No
1619,Operations,40,55697,2,50,62,No
1620,HR,52,79544,4,31,52,No
1621,HR,53,34795,2,32,47,No
1622,HR,23,89555,3,33,35,No
1623,Sales,31,77204,10,51,85,Yes
1624,Sales,23,94754,12,34,92,Yes
1625,Finance,23,89860,3,39,69,No
1626,IT,45,76529,4,49,57,No
1627,Marketing,38,36672,6,58,89,No
1628,Marketing,53,79238,12,60,100,Yes
1629,Marketing,37,60950,3,31,37,No
1630,Finance,37,36009,10,41,96,Yes
1631,Sales,52,72096,14,56,100,Yes
1632,Operations,45,44544,1,34,31,No
1633,Operations,22,80728,1,34,52,No
1634,Finance,32,54381,9,56,100,Yes
1635,Operations,42,50287,9,52,94,Yes
1636,Marketing,25,89610,5,30,58,No
1637,IT,28,93122,9,33,98,Yes
1638,HR,47,93184,11,56,100,Yes
1639,Sales,33,65081,7,50,78,No
1640,Sales,52,108637,9,53,97,Yes
1641,Finance,38,70312,12,41,100,Yes
1642,Sales,54,112228,7,60,100,Yes
1643,Marketing,32,97943,9,41,88,Yes
1644,Operations,49,107790,2,45,73,No
1645,Marketing,53,105770,11,53,100,Yes
1646,Finance,22,77726,11,46,83,Yes
1647,Marketing,49,47211,8,50,92,Yes
1648,Operations,28,54480,7,39,69,No
1649,IT,23,72780,6,46,60,No
1650,Finance,45,82138,5,46,63,No
1651,IT,25,115382,4,47,63,No
1652,HR,40,67503,7,31,77,No
1653,IT,47,82893,3,60,60,No
1654,HR,32,71193,8,60,100,Yes
1655,HR,32,86358,2,54,86,No
1656,IT,24,105857,1,33,36,No
1657,Finance,33,103182,11,48,100,Yes
1658,Operations,24,47117,2,40,57,No
1659,Marketing,48,84056,9,46,96,Yes
1660,Marketing,23,83706,5,41,80,No
1661,Operations,37,95429,11,31,84,Yes
1662,HR,23,34476,8,35,82,Yes
1663,HR,51,107806,3,38,60,No
1664,Finance,41,80006,7,34,65,No
1665,Sales,59,112238,2,49,57,No
1666,IT,49,94918,8,58,97,Yes
1667,HR,46,88155,14,50,100,Yes
1668,Marketing,53,92321,7,38,69,No
1669,Finance,31,70798,12,57,100,Yes
1670,IT,54,102271,5,58,93,No
1671,Finance,34,55177,12,52,100,Yes
1672,IT,58,107215,11,37,91,Yes
1673,IT,37,68013,4,60,89,No
1674,Operations,43,107600,1,49,58,No
1675,HR,41,78450,5,56,88,No
1676,Finance,48,72928,12,37,100,Yes
1677,Finance,37,117403,9,51,98,Yes
1678,Operations,55,70382,10,50,98,Yes
1679,Marketing,53,110038,4,58,66,No
1680,Marketing,47,25760,13,57,100,Yes
1681,HR,46,49142,9,52,94,Yes
1682,HR,23,42290,12,35,78,No
1683,Sales,33,96035,2,32,36,No
1684,Operations,30,25364,4,34,62,No
1685,Marketing,33,81921,9,38,63,No
1686,IT,47,44797,4,36,45,No
1687,Finance,30,57535,5,57,83,No
1688,HR,31,71300,11,33,100,Yes
1689,Finance,53,72176,8,36,85,Yes
1690,Finance,55,41105,1,34,54,No
1691,Sales,41,32939,1,40,47,No
1692,Marketing,23,104472,9,58,100,Yes
1693,HR,22,67029,9,44,97,Yes
1694,Finance,57,40863,4,31,42,No
1695,HR,45,103097,13,42,97,Yes
1696,IT,48,35447,2,51,49,No
1697,Sales,23,71940,13,45,100,Yes
1698,IT,52,102947,9,36,72,No
1699,HR,35,110001,14,37,100,Yes
1700,HR,23,44642,4,35,56,No
1701,Marketing,50,92643,6,53,94,No
1702,Finance,36,32928,12,36,84,Yes
1703,Finance,33,73002,1,47,45,No
1704,IT,58,109853,12,59,100,Yes
1705,Sales,49,50017,9,51,91,Yes
1706,Operations,41,104064,5,54,54,No
1707,Finance,45,38313,3,57,58,No
1708,Marketing,42,26559,4,51,59,No
1709,IT,31,75893,1,49,43,No
1710,IT,35,40167,14,36,100,Yes
1711,Operations,58,105879,9,32,80,No
1712,Marketing,39,63598,14,34,100,Yes
1713,Sales,45,32523,8,30,90,Yes
1714,Marketing,35,74777,4,44,75,No
1715,Sales,55,53439,2,55,73,No
1716,Marketing,33,106060,14,32,87,Yes
1717,Marketing,43,38285,9,37,82,Yes
1718,HR,27,35973,4,54,76,No
1719,IT,57,47694,9,38,78,No
1720,Marketing,57,60774,10,44,100,Yes
1721,Operations,43,29302,3,39,54,No
1722,Marketing,35,47391,7,31,53,No
1723,Finance,37,29611,7,49,74,No
1724,IT,57,34372,10,34,100,Yes
1725,Finance,46,49312,13,60,100,Yes
1726,IT,53,39080,4,48,47,No
1727,Finance,54,105618,2,42,46,No
1728,Marketing,57,45874,11,40,76,No
1729,Marketing,41,87537,9,30,84,Yes
1730,HR,39,98914,4,51,51,No
1731,Operations,59,26597,8,59,84,Yes
1732,Finance,24,36600,14,44,100,Yes
1733,Sales,44,28747,2,55,76,No
1734,HR,53,104415,8,47,86,Yes
1735,Finance,37,103553,11,45,87,Yes
1736,Finance,26,49815,10,38,89,Yes
1737,HR,25,109500,5,30,50,No
1738,Marketing,42,119348,7,40,86,Yes
1739,Finance,35,49714,7,38,81,Yes
1740,Marketing,52,43890,12,52,100,Yes
1741,HR,35,86509,9,40,92,Yes
1742,Marketing,27,86824,3,42,59,No
1743,IT,33,29725,10,55,100,Yes
1744,Sales,37,68205,4,31,58,No
1745,Finance,38,45684,10,43,98,Yes
1746,Operations,44,116861,4,35,68,No
1747,Sales,35,82911,13,37,100,Yes
1748,Marketing,28,38092,10,60,100,Yes
1749,Finance,53,64770,5,47,74,No
1750,Marketing,36,50457,14,45,100,Yes
1751,IT,38,96667,6,60,96,No
1752,HR,55,115751,3,50,65,No
1753,Finance,26,87894,13,58,100,Yes
1754,IT,48,86305,4,41,48,No
1755,IT,44,37612,3,40,60,No
1756,Finance,35,103627,2,35,32,No
1757,Marketing,36,62089,10,32,91,Yes
1758,Operations,54,77137,12,43,100,Yes
1759,IT,52,25559,9,57,100,Yes
1760,Sales,56,91249,1,31,39,No
1761,IT,38,62361,2,60,67,No
1762,Operations,49,105720,8,40,73,No
1763,Marketing,40,40261,7,51,85,Yes
1764,Marketing,44,45372,12,32,100,Yes
1765,Sales,53,80355,1,47,54,No
1766,IT,34,82920,5,60,71,No
1767,Marketing,41,57544,10,30,62,No
1768,Operations,56,25037,6,59,74,No
1769,Finance,26,68032,5,53,74,No
1770,HR,30,103233,4,30,62,No
1771,HR,50,66420,14,41,100,Yes
1772,HR,27,116552,13,44,100,Yes
1773,IT,46,59600,1,34,40,No
1774,Sales,52,73285,7,56,95,Yes
1775,Marketing,43,87008,9,35,84,Yes
1776,Finance,23,114520,6,45,80,No
1777,Operations,26,30167,3,56,66,No
1778,Finance,48,25432,10,41,67,No
1779,Operations,46,94687,14,41,100,Yes
1780,IT,29,96947,4,32,43,No
1781,HR,22,75903,10,59,100,Yes
1782,IT,41,117159,5,52,79,No
1783,Sales,44,79149,12,31,88,Yes
1784,Sales,53,112640,12,36,100,Yes
1785,Operations,32,81768,1,31,29,No
1786,Marketing,45,85184,5,50,52,No
1787,Marketing,32,90792,1,36,42,No
1788,Operations,50,58439,9,40,96,Yes
1789,Sales,47,58257,7,40,77,No
1790,Sales,37,69674,3,43,54,No
1791,Sales,56,76248,9,32,79,No
1792,IT,41,108602,2,43,71,No
1793,Sales,24,70371,12,40,91,Yes
1794,Finance,22,92996,7,33,68,No
1795,HR,22,62297,9,46,97,Yes
1796,Sales,38,79273,6,45,77,No
1797,Operations,23,86256,10,32,79,No
1798,HR,50,59743,5,54,74,No
1799,IT,41,93752,12,39,96,Yes
1800,Operations,27,104803,7,50,90,Yes
1801,HR,29,100117,14,60,100,Yes
1802,Operations,50,95051,6,44,94,No
1803,IT,54,47076,5,37,46,No
1804,Finance,24,100312,14,47,100,Yes
1805,IT,56,112483,2,32,39,No
1806,IT,26,27963,8,36,75,No
1807,Operations,48,97322,13,59,100,Yes
1808,Marketing,33,38866,7,39,82,Yes
1809,Sales,41,57305,6,49,90,No
1810,Sales,41,87403,5,38,76,No
1811,Finance,30,107896,5,43,67,No
1812,Finance,25,57813,9,52,100,Yes
1813,Sales,40,91729,1,43,41,No
1814,Marketing,59,85686,9,40,81,Yes
1815,Sales,48,29512,6,57,85,No
1816,Marketing,34,47666,4,30,44,No
1817,Finance,34,41630,10,33,83,Yes
1818,HR,43,99519,14,55,100,Yes
1819,Operations,49,25636,7,56,97,Yes
1820,Finance,43,28775,9,35,73,No
1821,Finance,40,92957,5,51,69,No
1822,IT,29,89591,14,55,100,Yes
1823,IT,29,103561,5,51,76,No
1824,IT,47,99816,8,34,58,No
1825,Operations,47,36351,7,32,58,No
1826,IT,44,80184,13,31,91,Yes
1827,Marketing,34,94180,13,32,100,Yes
1828,Sales,49,106678,8,38,76,No
1829,HR,30,98309,11,48,100,Yes
1830,Finance,41,119002,12,48,100,Yes
1831,Marketing,40,35778,10,46,91,Yes
1832,HR,33,37501,2,47,52,No
1833,Marketing,36,27108,9,40,73,No
1834,Marketing,52,119905,3,41,80,No
1835,Finance,35,61382,6,32,73,No
1836,Sales,32,116354,6,47,83,No
1837,IT,47,100787,2,53,49,No
1838,Operations,48,48341,12,35,90,Yes
1839,Sales,32,102214,13,36,91,Yes
1840,Operations,59,39367,7,30,66,No
1841,Finance,55,94868,9,35,70,No
1842,Finance,40,37002,12,47,100,Yes
1843,Finance,27,110820,10,42,82,Yes
1844,HR,59,84949,11,60,100,Yes
1845,Operations,49,40700,1,51,56,No
1846,Sales,22,104305,8,48,85,Yes
1847,Sales,56,87543,2,36,61,No
1848,Marketing,29,54318,14,48,100,Yes
1849,Marketing,28,114859,1,38,35,No
1850,Marketing,32,52610,8,32,75,No
1851,Finance,25,97499,2,52,54,No
1852,Sales,46,98374,6,41,67,No
1853,Operations,33,90226,6,49,83,No
1854,Finance,47,70167,5,53,84,No
1855,HR,59,102779,8,59,93,Yes
1856,Marketing,33,52939,3,47,50,No
1857,Finance,58,86365,13,37,100,Yes
1858,Finance,45,92381,10,38,92,Yes
1859,HR,37,71710,4,42,55,No
1860,IT,34,41766,7,37,80,No
1861,Sales,46,37780,7,51,92,Yes
1862,Operations,25,73458,13,39,97,Yes
1863,IT,32,81221,12,46,100,Yes
1864,Marketing,53,26509,14,36,100,Yes
1865,Finance,28,114493,8,46,100,Yes
1866,HR,32,59346,2,52,79,No
1867,HR,49,107799,11,59,100,Yes
1868,Sales,44,71874,12,47,100,Yes
1869,IT,44,51148,2,53,71,No
1870,Sales,49,56533,4,31,47,No
1871,Finance,47,103467,13,32,100,Yes
1872,Sales,46,26359,10,58,89,Yes
1873,Operations,50,115068,13,57,100,Yes
1874,HR,40,85313,9,48,75,No
1875,HR,54,45344,10,30,83,Yes
1876,Marketing,57,94778,12,50,100,Yes
1877,Marketing,35,45601,9,50,92,Yes
1878,Finance,35,44116,13,39,100,Yes
1879,Operations,56,81985,13,50,100,Yes
1880,IT,51,55782,4,43,47,No
1881,Sales,49,74819,9,42,85,Yes
1882,Finance,38,109416,14,38,98,Yes
1883,Marketing,24,94035,3,35,54,No
1884,Sales,37,69458,12,35,94,Yes
1885,Marketing,51,116556,5,48,64,No
1886,Sales,50,33080,10,50,100,Yes
1887,IT,36,113743,9,39,84,Yes
1888,Finance,46,58957,6,52,77,No
1889,Sales,59,38908,3,32,44,No
1890,Operations,59,115570,10,47,100,Yes
1891,HR,44,116324,9,50,100,Yes
1892,Operations,46,103287,6,48,76,No
1893,Operations,28,72482,4,34,44,No
1894,HR,43,63314,14,54,100,Yes
1895,Operations,38,99921,4,40,55,No
1896,Sales,39,108768,8,39,84,Yes
1897,Sales,31,40831,7,46,88,Yes
1898,Sales,31,45125,1,33,30,No
1899,HR,28,87451,6,55,93,No
1900,Operations,59,70708,8,60,90,Yes
1901,HR,48,42682,3,50,58,No
1902,Sales,54,107824,14,47,100,Yes
1903,Operations,22,60794,9,57,87,Yes
1904,Operations,55,84372,10,47,87,Yes
1905,Marketing,25,64477,2,30,39,No
1906,Marketing,38,78863,14,43,100,Yes
1907,IT,25,114941,6,37,81,No
1908,Finance,47,63737,12,31,81,Yes
1909,Marketing,25,27620,1,48,54,No
1910,HR,22,60057,12,44,100,Yes
1911,Marketing,28,65138,11,57,100,Yes
1912,IT,51,104390,2,31,37,No
1913,Operations,30,78024,13,33,99,Yes
1914,IT,56,34677,5,59,78,No
1915,Operations,29,69111,1,30,24,No
1916,Operations,45,49074,8,48,94,Yes
1917,Finance,40,42824,1,50,49,No
1918,Marketing,57,25765,13,39,100,Yes
1919,HR,48,70439,9,30,82,Yes
1920,HR,53,73926,10,49,100,Yes
1921,Sales,35,61860,11,51,100,Yes
1922,Operations,39,37975,3,44,53,No
1923,HR,49,99877,12,33,100,Yes
1924,Finance,50,118677,2,36,53,No
1925,Operations,37,102870,1,59,60,No
1926,Finance,56,106371,9,36,76,No
1927,HR,52,51548,4,51,74,No
1928,HR,25,115575,12,54,100,Yes
1929,Sales,58,63736,1,47,49,No
1930,HR,38,86562,1,42,42,No
1931,Operations,47,65409,7,39,85,Yes
1932,Operations,25,109101,2,53,63,No
1933,Operations,51,34834,7,37,80,No
1934,Sales,51,25840,12,56,100,Yes
1935,Sales,43,104409,7,39,54,No
1936,HR,32,56568,10,43,92,Yes
1937,IT,23,35846,14,43,100,Yes
1938,IT,33,30899,9,56,91,Yes
1939,Sales,51,111038,13,49,94,Yes
1940,HR,57,91101,7,51,70,No
1941,IT,39,63773,13,40,100,Yes
1942,HR,47,99723,14,35,99,Yes
1943,HR,28,97762,1,50,46,No
1944,HR,22,29311,12,59,100,Yes
1945,Marketing,47,81888,13,30,88,Yes
1946,Operations,44,66616,8,48,100,Yes
1947,HR,47,77134,8,36,69,No
1948,Marketing,27,116225,4,53,88,No
1949,Sales,27,31083,13,47,100,Yes
1950,IT,29,37598,8,32,65,No
1951,Operations,45,107476,4,49,61,No
1952,IT,43,117416,8,59,100,Yes
1953,Operations,40,27580,5,40,71,No
1954,IT,58,82395,4,34,46,No
1955,Operations,39,67321,6,48,79,No
1956,IT,52,34386,2,50,36,No
1957,IT,58,78171,12,53,99,Yes
1958,IT,51,44522,2,53,55,No
1959,IT,54,90532,2,59,61,No
1960,Sales,31,116760,9,31,88,Yes
1961,HR,58,39635,14,51,100,Yes
1962,Finance,33,25671,10,33,68,No
1963,Marketing,51,58545,3,54,73,No
1964,Finance,48,79079,10,39,91,Yes
1965,Finance,30,51855,4,31,47,No
1966,Operations,42,60790,10,37,100,Yes
1967,HR,33,76012,12,30,96,Yes
1968,Operations,50,39260,8,56,100,Yes
1969,HR,54,90139,4,35,54,No
1970,HR,36,26074,11,40,89,Yes
1971,IT,23,67676,10,56,100,Yes
1972,Sales,39,34475,10,59,100,Yes
1973,IT,24,103414,13,57,100,Yes
1974,Sales,28,40120,7,39,71,No
1975,Operations,39,48147,5,42,71,No
1976,Sales,59,26986,9,30,84,Yes
1977,Operations,58,57430,4,31,45,No
1978,Finance,54,80479,3,32,43,No
1979,Finance,52,107966,13,38,100,Yes
1980,Sales,32,27176,2,34,26,No
1981,Sales,25,109258,1,39,48,No
1982,Operations,39,109153,11,39,82,Yes
1983,IT,25,86918,6,41,80,No
1984,Operations,55,52115,10,47,100,Yes
1985,IT,50,102442,2,55,58,No
1986,Finance,45,65002,8,50,76,No
1987,HR,43,82124,6,50,78,No
1988,Sales,23,31610,12,30,87,Yes
1989,IT,27,74752,12,32,98,Yes
1990,Operations,46,103947,5,34,61,No
1991,Finance,42,99716,13,54,100,Yes
1992,IT,37,72993,2,55,65,No
1993,Operations,52,35073,7,46,69,No
1994,Sales,35,62251,2,37,55,No
1995,Sales,49,96437,13,46,100,Yes
1996,Marketing,53,63897,14,38,96,Yes
1997,HR,49,75906,5,35,44,No
1998,Marketing,30,76616,2,46,51,No
1999,Finance,43,29482,11,37,79,No
2000,IT,53,115964,10,50,87,Yes
2001,Finance,26,97936,11,36,76,No
2002,Operations,44,64574,11,36,89,Yes
2003,Sales,26,68284,2,44,49,No
2004,Marketing,53,97932,7,36,74,No
2005,Marketing,31,32338,9,51,90,Yes
2006,Marketing,36,67718,5,56,68,No
2007,Finance,28,37500,7,37,71,No
2008,Sales,50,36545,4,38,47,No
2009,IT,24,86480,2,57,72,No
2010,Operations,40,30241,3,44,42,No
2011,IT,31,114314,2,31,19,No
2012,Finance,49,47821,5,36,44,No
2013,Operations,50,29695,6,44,69,No
2014,Marketing,36,102066,7,47,79,No
2015,HR,56,39318,3,51,67,No
2016,Finance,27,75934,4,47,61,No
2017,Finance,33,47331,8,39,70,No
2018,Sales,59,77672,4,51,85,No
2019,IT,34,116891,7,47,93,Yes
2020,Finance,50,101860,12,30,99,Yes
2021,Finance,40,118685,6,36,69,No
2022,Marketing,24,93754,7,32,70,No
2023,Marketing,29,110677,1,43,39,No
2024,Operations,29,27837,3,41,57,No
2025,HR,41,65077,6,43,63,No
2026,Sales,25,104915,3,58,62,No
2027,HR,42,29239,14,33,86,Yes
2028,Operations,24,111348,14,42,100,Yes
2029,Marketing,29,54669,7,45,81,Yes
2030,IT,44,73624,9,45,86,Yes
2031,Marketing,37,100147,3,51,61,No
2032,Sales,34,29150,14,34,85,Yes
2033,Marketing,24,36109,1,49,56,No
2034,Sales,30,51016,10,54,100,Yes
2035,Sales,35,36936,13,35,100,Yes
2036,Sales,34,36036,6,35,66,No
2037,Operations,28,64236,12,47,100,Yes
2038,Sales,36,39021,1,35,39,No
2039,Sales,28,61943,1,36,42,No
2040,IT,59,106007,14,53,100,Yes
2041,HR,55,75016,8,60,98,Yes
2042,Finance,43,48244,9,59,100,Yes
2043,HR,45,88027,2,53,58,No
2044,Sales,58,63985,9,45,88,Yes
2045,IT,22,26502,5,38,78,No
2046,Marketing,31,78836,13,55,100,Yes
2047,IT,37,28770,8,56,90,Yes
2048,Sales,29,67865,7,42,81,Yes
2049,IT,46,78811,7,41,63,No
2050,IT,33,29001,4,48,65,No
2051,Sales,46,85848,2,55,55,No
2052,Operations,38,77635,5,60,89,No
2053,IT,47,45946,14,52,100,Yes
2054,Finance,35,91134,11,52,100,Yes
2055,Finance,57,116103,11,30,92,Yes
2056,IT,44,117044,3,37,47,No
2057,Operations,27,68744,14,60,100,Yes
2058,Marketing,26,64159,9,33,77,No
2059,Sales,46,48671,6,50,71,No
