customer_id,age,education_level,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,join_year,join_month,join_day,join_weekday,education_level_encoded,region_East,region_North,region_South,region_West,loan_purpose_Business,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,gender_Female,gender_Male,gender_Other,employment_Salaried,employment_Self-Employed,employment_Unemployed,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
C0233,54.0,Post-Graduate,2361631.61,194477.71,394.0,7.0,254.0,44.9,2020-02-11,1,2020,2,11,Tuesday,3.0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,0.08234887658875806,21.166666666666668,0.449
C0234,45.0,Graduate,394092.95,1098939.34,766.0,4.0,274.0,48.11,2020-07-24,1,2020,7,24,Friday,2.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,2.7885282900899395,22.833333333333332,0.48109999999999997
C0235,64.0,Primary,1667069.67,927517.95,437.0,10.0,82.0,83.63,2021-04-18,1,2021,4,18,Sunday,0.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0.5563762371131136,6.833333333333333,0.8362999999999999
C0236,24.0,Secondary,1905416.72,1303193.21,438.0,8.0,262.0,34.45,2022-07-09,1,2022,7,9,Saturday,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.6839413112738929,21.833333333333332,0.34450000000000003
C0237,40.0,Primary,1194848.73,928735.68,540.0,1.0,42.0,18.26,2022-02-09,1,2022,2,9,Wednesday,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,0.7772830624341879,3.5,0.1826
C0238,58.0,Graduate,2812218.81,567220.58,648.0,10.0,87.0,35.19,2022-05-03,0,2022,5,3,Tuesday,2.0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0.20169859400094117,7.25,0.3519
C0239,56.0,Graduate,1448470.1,1403595.67,592.0,5.0,61.0,74.84,2019-11-08,1,2019,11,8,Friday,2.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,0.9690194295346517,5.083333333333333,0.7484000000000001
C0240,60.0,Graduate,1461492.8799999997,220980.7,376.0,12.0,241.0,46.18,2019-12-20,1,2019,12,20,Friday,2.0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0.15120203664625453,20.083333333333332,0.4618
C0241,61.0,Graduate,439482.31,891008.34,491.0,8.0,31.0,87.64,2018-10-17,1,2018,10,17,Wednesday,2.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,2.0274043339764916,2.5833333333333335,0.8764
C0242,37.0,Primary,2322317.45,815477.15,501.0,9.0,136.0,60.46,2021-10-03,1,2021,10,3,Sunday,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0.35114800950231845,11.333333333333334,0.6046
C0243,64.0,Primary,1932678.5,798762.88,470.0,10.0,238.0,26.18,2024-10-01,1,2024,10,1,Tuesday,0.0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.41329319904991957,19.833333333333332,0.2618
C0244,22.0,Secondary,2498876.51,1383480.82,685.0,2.0,134.0,14.34,2023-10-22,1,2023,10,22,Sunday,1.0,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,0.5536411321102058,11.166666666666666,0.1434
C0245,47.0,Secondary,2812218.81,1894001.64,670.0,8.0,273.0,88.51,2024-10-30,0,2024,10,30,Wednesday,1.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,0.6734901399795415,22.75,0.8851
C0246,28.0,Post-Graduate,2122871.67,1886718.87,699.0,2.0,293.0,81.04,2022-11-29,1,2022,11,29,Tuesday,3.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0.8887578541193685,24.416666666666668,0.8104
C0247,64.0,Primary,511217.08,469545.19,441.0,2.0,260.0,51.18,2024-04-25,1,2024,4,25,Thursday,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0.918484941856794,21.666666666666668,0.5118
C0248,50.0,Post-Graduate,944770.06,550393.21,788.0,11.0,148.0,83.84,2021-02-13,0,2021,2,13,Saturday,3.0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,0.582568429401753,12.333333333333334,0.8384
C0249,61.0,Secondary,1754596.94,979443.1,470.0,12.0,299.0,72.62,2023-01-09,1,2023,1,9,Monday,1.0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,0.5582154383558882,24.916666666666668,0.7262000000000001
C0250,56.2,Secondary,513949.77,196493.28,777.0,11.0,49.0,76.85,2021-10-26,0,2021,10,26,Tuesday,1.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.3823200076536662,4.083333333333333,0.7685
C0251,51.0,Primary,1509500.88,1092139.57,796.0,6.0,144.0,19.08,2023-11-30,0,2023,11,30,Thursday,0.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,0.7235103897388918,12.0,0.19079999999999997
C0252,43.0,Graduate,2666211.84,666708.98,435.0,1.0,198.0,58.08,2020-02-09,1,2020,2,9,Sunday,2.0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0.25005851748074154,16.5,0.5808
C0253,60.0,Post-Graduate,1608020.65,759280.67,679.0,10.0,245.0,39.85,2020-01-01,0,2020,1,1,Wednesday,3.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,0.47218340759492117,20.416666666666668,0.3985
C0254,37.0,Graduate,394092.95,290468.61,535.0,10.0,24.0,62.68,2019-08-25,1,2019,8,25,Sunday,2.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.73705609298517,2.0,0.6268
C0255,58.0,Post-Graduate,2068652.31,1345322.22,342.0,6.0,39.0,45.05,2020-03-22,1,2020,3,22,Sunday,3.0,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,0.6503375233704691,3.25,0.45049999999999996
C0256,63.0,Primary,1376480.72,884852.62,804.0,7.0,68.0,22.52,2018-04-25,0,2018,4,25,Wednesday,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,0.6428369152893039,5.666666666666667,0.22519999999999998
C0257,28.0,Graduate,2259907.15,1390939.61,669.0,5.0,243.0,21.34,2024-02-03,1,2024,2,3,Saturday,2.0,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0.6154852910660512,20.25,0.2134
C0258,54.0,Secondary,1553539.38,1726040.16,459.0,7.0,278.0,90.52,2023-07-27,1,2023,7,27,Thursday,1.0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1.111037275411712,23.166666666666668,0.9052
C0259,28.0,Secondary,1421217.78,175667.06,637.0,6.0,10.0,62.67,2023-07-10,0,2023,7,10,Monday,1.0,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,0.12360319612663444,0.8333333333333334,0.6267
C0260,42.0,Primary,872221.3,1785590.38,468.0,11.0,10.0,18.57,2021-08-09,1,2021,8,9,Monday,0.0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,2.047175848606311,0.8333333333333334,0.1857
C0261,45.0,Secondary,1516711.1,654903.07,516.0,3.0,116.0,76.93,2022-06-05,1,2022,6,5,Sunday,1.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,0.4317915719084537,9.666666666666666,0.7693000000000001
C0262,35.0,Primary,1073040.99,175667.06,497.0,9.0,92.0,42.31,2023-09-01,1,2023,9,1,Friday,0.0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,0.16370955223248274,7.666666666666667,0.42310000000000003
C0263,51.0,Post-Graduate,2280101.49,886231.92,622.0,11.0,208.0,80.09,2018-04-29,0,2018,4,29,Sunday,3.0,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,0.38868090911163783,17.333333333333332,0.8009000000000001
C0264,27.0,Secondary,1414296.61,1366598.44,352.0,0.0,166.0,32.67,2018-10-20,1,2018,10,20,Saturday,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9662742810364227,13.833333333333334,0.3267
C0265,36.0,Secondary,1928911.31,1180655.81,668.0,1.0,101.0,86.86,2023-06-18,1,2023,6,18,Sunday,1.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.6120840309656331,8.416666666666666,0.8686
C0266,51.0,Secondary,2730362.03,175667.06,342.0,11.0,5.0,90.52,2024-08-06,1,2024,8,6,Tuesday,1.0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.06433837640204805,0.4166666666666667,0.9052
C0267,55.0,Post-Graduate,1348047.85,1581859.53,820.0,4.0,66.0,30.37,2019-01-02,1,2019,1,2,Wednesday,3.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.1734446444167392,5.5,0.3037
C0268,35.0,Secondary,2047816.17,514525.77,555.0,7.0,110.0,35.38,2023-03-31,0,2023,3,31,Friday,1.0,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.251255839043404,9.166666666666666,0.3538
C0269,64.0,Secondary,2527427.85,1385887.14,433.0,3.0,162.0,85.22,2024-09-18,1,2024,9,18,Wednesday,1.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0.5483389525837502,13.5,0.8522
C0270,56.0,Secondary,1049519.63,498705.35,628.8,8.0,60.0,87.21,2019-04-30,0,2019,4,30,Tuesday,1.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,0.4751748664291301,5.0,0.8721
C0271,51.0,Post-Graduate,600379.4,1552791.3,366.0,5.0,28.0,66.23,2018-09-28,1,2018,9,28,Friday,3.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,2.5863500646424575,2.3333333333333335,0.6623
C0272,65.0,Post-Graduate,742653.73,764397.36,434.0,4.0,219.0,68.22,2022-04-18,1,2022,4,18,Monday,3.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,1.0292782882811347,18.25,0.6822
C0273,51.0,Post-Graduate,1098440.71,1154835.24,511.0,1.0,134.0,50.3,2022-03-12,1,2022,3,12,Saturday,3.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,1.0513405316159485,11.166666666666666,0.503
C0274,44.0,Graduate,666954.53,1639282.32,601.0,12.0,160.0,63.73,2021-06-27,0,2021,6,27,Sunday,2.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,2.457862187396793,13.333333333333334,0.6373
C0275,37.8,Graduate,1850734.76,243310.43,413.0,11.0,253.0,79.32,2023-08-01,1,2023,8,1,Tuesday,2.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0.13146693694778824,21.083333333333332,0.7931999999999999
C0276,62.0,Secondary,1829101.03,581605.53,406.0,12.0,148.0,73.88,2020-12-10,1,2020,12,10,Thursday,1.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,0.3179734309154044,12.333333333333334,0.7387999999999999
C0277,22.0,Graduate,1206663.52,307156.37,343.0,12.0,258.0,76.31,2022-06-04,1,2022,6,4,Saturday,2.0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.25455014169981705,21.5,0.7631
C0278,26.0,Post-Graduate,2591443.79,1334096.88,816.0,5.0,229.0,51.76,2019-04-08,1,2019,4,8,Monday,3.0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0.5148083416464919,19.083333333333332,0.5176
C0279,37.0,Primary,2629973.9,1800035.95,599.0,4.0,120.0,77.74,2023-11-26,1,2023,11,26,Sunday,0.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0.6844311078524391,10.0,0.7774
C0280,50.0,Graduate,2169775.8,1252667.9,355.0,7.0,140.0,89.59,2018-07-22,1,2018,7,22,Sunday,2.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,0.5773259615117838,11.666666666666666,0.8959
C0281,36.0,Graduate,746149.91,856525.21,788.0,10.0,264.0,23.06,2023-01-13,0,2023,1,13,Friday,2.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,1.1479264401439115,22.0,0.2306
C0282,42.0,Graduate,2080827.66,210964.88,543.0,11.0,261.0,90.52,2022-06-25,1,2022,6,25,Saturday,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.10138508058855773,21.75,0.9052
C0283,58.0,Graduate,1409808.71,1904931.22,518.0,10.0,153.0,14.79,2018-01-09,1,2018,1,9,Tuesday,2.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,1.3511983622231984,12.75,0.1479
C0284,63.0,Secondary,2116656.74,1377523.5,419.0,4.0,191.0,33.3,2020-02-11,1,2020,2,11,Tuesday,1.0,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0.650801556042573,15.916666666666666,0.33299999999999996
C0285,47.0,Primary,1658680.53,1771616.79,741.0,5.0,217.0,75.46,2021-06-11,1,2021,6,11,Friday,0.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,1.0680880121020049,18.083333333333332,0.7545999999999999
C0286,24.0,Graduate,920907.91,1524356.61,660.0,9.0,166.0,53.69,2020-09-29,0,2020,9,29,Tuesday,2.0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,1.6552758353438402,13.833333333333334,0.5368999999999999
C0287,59.0,Primary,2789400.2,1223762.07,772.0,5.0,30.0,87.75,2020-08-03,1,2020,8,3,Monday,0.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0.4387187145107396,2.5,0.8775
C0288,33.0,Primary,2581237.98,1273564.21,596.0,5.0,89.0,36.11,2019-10-31,1,2019,10,31,Thursday,0.0,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.4933927905399873,7.416666666666667,0.3611
C0289,36.0,Secondary,1853961.02,1551176.02,402.0,12.0,57.0,73.08,2020-05-24,1,2020,5,24,Sunday,1.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,0.836682111040285,4.75,0.7308
C0290,31.0,Primary,1813724.27,703226.04,342.0,4.0,146.0,21.18,2018-04-07,1,2018,4,7,Saturday,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,0.38772488830399787,12.166666666666666,0.2118
C0291,28.0,Post-Graduate,1701556.83,834678.86,583.0,6.0,42.0,85.47,2023-02-23,0,2023,2,23,Thursday,3.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,0.4905383383521783,3.5,0.8547
C0292,46.0,Graduate,838157.83,324101.95,723.0,8.0,97.0,64.46,2020-06-06,0,2020,6,6,Saturday,2.0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0.3866836750782368,8.083333333333334,0.6446
C0293,24.0,Post-Graduate,715186.79,1003192.81,342.0,4.0,238.0,51.02,2022-10-26,1,2022,10,26,Wednesday,3.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,1.4027004190052224,19.833333333333332,0.5102
C0294,23.0,Secondary,1298882.79,866153.43,820.0,7.0,114.0,57.73,2019-11-24,0,2019,11,24,Sunday,1.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,0.6668449506517828,9.5,0.5772999999999999
C0295,64.0,Post-Graduate,791072.84,1882911.32,460.0,7.0,208.0,17.91,2018-12-23,1,2018,12,23,Sunday,3.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,2.380199679210324,17.333333333333332,0.1791
C0296,38.0,Primary,593512.96,920435.95,727.0,6.0,288.0,43.4,2021-04-06,0,2021,4,6,Tuesday,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,1.550827045124676,24.0,0.434
C0297,34.0,Secondary,676534.4,1708017.6,485.0,10.0,191.0,87.01,2023-08-19,1,2023,8,19,Saturday,1.0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,2.5246574305755924,15.916666666666666,0.8701000000000001
C0298,54.0,Secondary,433014.25,175667.06,637.0,12.0,248.0,61.76,2022-05-26,0,2022,5,26,Thursday,1.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,0.40568424711195994,20.666666666666668,0.6175999999999999
C0299,34.0,Primary,2791816.54,1786389.63,452.0,12.0,83.0,42.94,2019-08-24,1,2019,8,24,Saturday,0.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,0.6398664111360268,6.916666666666667,0.4294
C0300,35.2,Graduate,793776.36,1591409.95,814.0,3.0,78.0,80.73,2022-04-20,1,2022,4,20,Wednesday,2.0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,2.004859340986169,6.5,0.8073
